tweet_preprocessed;labels
kesah buat gubernur hasil pilkada jakarta sebut gubernur dkj dprdnya jadi dprd dkj;Positif
makin nyala nih pram doel dukung anies dukung;Positif
siap goreng buat bahan debat pilgub dki;Netral
paslon taat undang undang nya memang perdanya atur bahkan perdanya sebut perintah akhir kejar pramono anung;Positif
tukang insinyur cuma sinetron duta tanya prestasi lama banten;Netral
rantau mang tunjuk komitmen kuat bangun lanjut dukung pramono anung pasti jakarta tumbuh kembang lanjut;Positif
gerombol nista nabi aman hukum mulyono jauh jauh dukung nista nabi kagak ngaruh mul siapa rakyat biasa sama kaya;Netral
sampai visi misi serang calon;Netral
pramono perhati banyak taman jakarta manfaat baik rencana optimal guna taman cipta ruang publik lebih baik;Positif
jakarta kgk bth teori retorika jakarta butuh action eksekusi;Negatif
terima kasih pak;Positif
negara butuh pemuda cari solusi bukan pesimis caci;Positif
orang pimpin loh sikap sampai cagub pramono anung gue jadi ingat quote kamu henti ajar kamu henti jadi pimpin moga pramonorano jadi jakarta jakarta;Positif
pindah channel ahh dangdut yuuuuukkkkk lebih lucu lihat kel gunarso;Positif
sekali jokowi bansos warga jakarta tetap pilih pramono rano ;Positif
pasang ridwan kamil suswono paling banyak dapat atensi publik media sosial;Positif
luhut ga pilih mulyono masak kalian ikutin insyaallah tambah dukung pak anies bravo makin yakin menang satu putar perintah luhut rawan bravo deklarasi dukung pramonorano karno;Positif
vote akhir like coment bawah jari dong;Positif
ria satuju bikin gaduh dukung ahysylvi tegur panitia debat;Positif
baru buka no sma no udah mulai main nyindir no nya mlah nyengir mulu hdapi santai good job;Negatif
dukung tokohtokoh penting agus suradika tunjuk pramono anung milik komitmen cipta adil sosial jakarta langkah sangat butuh ibu kota;Positif
mantap coblos no buat;Positif
manuver mas anies mas pram bang doel bikin gemes paslon no pilkada jakarta khusus suswono kelompok rapat mas anies sekadar silaturahmi sama kagama anak abah baca arah angin;Positif
lihat satu jelas program kritik melulu;Positif
anak bukan dar generasi terus semua harap generasi jujur serakah;Positif
nyala anak abah syukur anies baswedan beri dukung mas pram bang doel suasana sejuk lho masyarakat;Positif
parah paslon lawak waktu udah abis wooyyy;Netral
buah memang pernah jatuh jauh pohon masa gelap demokrasi indonesia tampak betulbetul menjadijadi tunjuk langsung wapres gibran rakabuming ;Positif
komitmen pramono anung dukung kader jumantik posyandu langkah sangat strategis tingkat sehat masyarakat jakarta cermin pimpin visioner;Positif
pramono anung komitmen jalin kerjasama bagai komunitas masuk warga mang maju jakarta lebih inklusif;Positif
pasuk masa tenang tiga paslon gubernur wakil gubernur jakarta papar visi misi gagas akhir kali saksi debat publik tiga calon gubernur wakil gubernur jakarta besok mulai pkl wib;Netral
imajinasi claim dukung abah anies ama anak abah kite diketawain mas pramonobang doel sowan rumah anies ngobrol soal jakarta ngopi ;Positif
sssttt jangan denger tahu dpd fpi jakarta ketua fpi jangaaaaaannn isa berabe ntar urus isa bikin kitir si kang kamil tuuh jkt tnp rk;Netral
debat malam adlh najam visi misi program paslon yagitu deh;Netral
warga jakarta jan lupa november coblos nomor;Netral
menang tinggal selang ni;Positif
harus tiap wakil komunitas bawah sendiri tanya independen bukan dekte kaya gitu;Negatif
nonton debat pilgub dki sumpah dukung no orang tolol semua jelas semua omong;Negatif
pimpin dki kalo urus gin ga nyata anies pecat menteri so;Negatif
debat pilkada dki ii jago cikeas tunjuk taring gong xi fa cai;Netral
debat perdana calon gubernurcalon wakil gubernur cagubcawagub pilgub dki jakarta gelar jiexpo jakarta minggu malam;Netral
indonesia bangkit sama;Netral
bkn menang kalah debat kan udah liat kerja lama periode pilih nyata kerja;Netral
paslon lihat sangat paslon banyak ngoceh ngoceh;Negatif
sandi kasih umpan sylvi serang ahok sudah;Negatif
pramono anung komitmen tingkat sehat masyarakat lalu olahraga percaya promosi gaya hidup aktif masyarakat jakarta milik kualitas hidup lebih baik;Positif
debat perdana pilgub jakarta pandu jurnalis senior ariyo ardi anisha dasuki tiga pasang calon gubernur wakil gubernur dki jakarta siap hadap debat perdana pilgub jakarta minggu jiexpo jakarta pusat;Netral
elektabilitas pasang pram doel nyalip rk kalo udah begini gak usah ragu coblos no;Negatif
awal debat ga minat entah final jadi gugah ikut nonton;Netral
bawa ken ketawa y djarot ngomong d mirip yak;Netral
warga jateng doa ahokdjarot jdi gubernur jakarta krna bkan hnya janji nyata;Positif
strategi tiga paslon cagub cawagub jakarta atas macet river way hingga mrt lrt gratis;Positif
bilang tahun min doang ngaaah tanya soal didik pasang pak bibit keteter;Negatif
cara bangun tnp gusur hgga kini mjd tekateki pelopor tak jawab;Netral
calon gubernur jakarta nomor urut pramono anung hadir acara komunitas cinta jepang little tokyo junction pramono kata wacana kegiatankegiatan ada tahun;Netral
calon gubernur pramono anung hadir acara temu jakarta catat masa depan jakarta ganara art space mal fx sudirman jakarta pusat rabu pramono anung rano karno makin nyala;Positif
pasang calon gubernur calon wakil gubernur jakarta nomor urut ridwan kamilsuswono ungkap masalah utama dapat jakarta ketidakadilan tata ruang politik;Positif
moga debat pilkada dki jakarta malam bawa cerah khusus warga jakarta guna hak;Positif
kopi cukur gratis semarak debat dua pilkada jakarta;Netral
pak anies please jangan bohong rakyat soal reklamasi;Positif
anies dukung pramonorano pilkada jakarta optimistis satu putar;Positif
malam debat perdana cagubcawagub banten;Netral
ayo sukses pilkada sama rakyat ayo pilih suara demak cinta;Positif
tiga pasang calon gubernur wakil gubernur dki jakarta hadir lokasi acara debat pilgub jakarta jiexpo mayor minggu;Netral
calon gubernur jakarta nomor urut pramono anung kata guna momentum pilgub jakarta batu loncat proses pilpres belum pramono doa jadi presiden selasela debat perdana cagub cawagub pilkada dki cagub jakarta nomor;Positif
mas bang layan hati gimmick janji kosong buat jakarta nyala;Positif
sayang kalau sebut nomor urut keliru;Netral
hadir konser john legend anies absen nonton debat perdana pilgub dki jakarta;Positif
ikut visimisi paslon ridwan kamilsuswono milik tema jakarta baru jakarta maju;Positif
semangat;Positif
pak anies memang nafsu banget;Negatif
masyarakat saksi kenegarawananmu pakpandai santun sikap negarawan;Positif
malam debat beneran bukan sih fokus kok benahin;Negatif
maju terus ahokdjarot;Positif
debat pamungkas done baru rasa deh lapernya;Netral
anies ancangancang maju pilgub dki golkar ungkit momen debat capres soal tak kuat jadi oposisi;Negatif
butuh insinyur;Negatif
semangat paslon bukti malam kalian kualitas layak pilih;Positif
lucu si nonton debat pilgub jabar dki sama jabar pilkadanya reng tahun;Negatif
bosen ah mbak tina talisa ngingetin mohon tenang tau gitu awal kpud harus larang bawa dukung;Positif
nomor suka;Netral
kpu dki jakarta gelar debat dua pilgub jakarta akhir pekan debat dua gelar ecovention ancol jakut buat warga jakarta jangan lupa nonton;Netral
calon wakil gubernur jakarta nomor urut rano karno alias bang doel siap jumlah langkah atas lonjak harga pangan penuh butuh pangan lokal warga;Positif
buruh labuh dukung pasang cagubcawagub dkj no urut pramono anung rano karno;Positif
acara cipinang pramono anung hasil curi perhati mampu komunikasi baik dengar jawab harap warga penuh tanggung jawab;Positif
jadi jengkel dengerin bilang oc oc oc sih ulang terus hahaa;Netral
paslon anies sandi reformasi birokrasi jalan cepat suasana kerja positif;Positif
makanya pilih mas pram bang doel semua diobrolin mamah muda jadi nyata;Positif
upaya cipta jakarta lebih baik pramono anung fokus infrastruktur sejahtera sosial janji selesai masalah kartu jakarta pintar kartu jakarta sehat;Positif
calon wakil gubernur jakarta nomor urut rano karno sempat serang ridwan kamil kait datadata simpul kalau rano karno cukup sukses jabat gubernur banten;Positif
yaelahhkhusus kabupaten sumenep kalah pamor sama;Negatif
siapa maju siap diri baik sekarang kumpul bahan kampanye sebanyakbanyaknya pake ayat mayat mesti bisa;Netral
perang yelyel debat pilgub dki rido kun fayakun jakarta nyala;Netral
anies ajak menteri skrng cari dukung pilgub dki mas anies mas anies inget debat presiden allah tunjuk;Netral
ahok debat hari jadi sempat jelas kpd publik kena halhal jadi program;Positif
datang bawa alam tau kan alam alam pecat;Positif
serang terlalu mudah baca;Negatif
makin tarik nih rawan bravo beri dukung pasang pramonorano pilkada jakarta rawan bravo tahu rupa rawan bentuk mantan menko marves oppung lbp mantap pokok satu putar;Positif
pas debat pas kampanye janji rakyat pak calon gubernur jateng;Negatif
silah hina puas kalian semua suci aku penuh dosaa;Positif
pasang cagubcawagub nomor urut dharma porengkunkun wardana bakal atas batas air bersih jakarta salah satu laku normalisasi sungai jakarta;Positif
hmm kalau kalian tuju gak pimpin pusat daerah punya sama visi ikan dapat kolom komentar;Negatif
ahh iya inget drtd gue debat ma akun kek kenal gitu rupa ritwit fear mongering kisah korban bungkus jadi waktu pilgub dki pantesan aga aga sableng;Netral
no no no paham kan gitu kok repot;Negatif
jadi jadi liat ga konsisten kalo konsisten prinsip jadi;Netral
gue seluruh warga jakarta kata bangdoel baik memang ;Positif
wahai retribusi sampah bagi sistem kelola sampah gimane ceritanye gak butuh retribusi sampah bagi pertanggungjawaban hasil sampah;Negatif
jakarta peringkat menteri didik dulu mana;Negatif
aku yakin jabat gubernur tau atur pindah jabat eselon bawah pilkada hubung jago hampir keok;Negatif
paak mahasiswa gaji paak kayak madinah;Negatif
terus suara risma gus hans tanggal november jangan lupa jatim coblos no jatim nyala jatim keren jatim makin maju jatim makin keren;Positif
dear istilah tepat;Netral
dukung pasang calon paslon serta pilkada jakarta pantau tertawa geli momen jadi calon gubernur cagub jakarta nomor urut dharma pongrekun sampai gagas;Netral
jakarta butuh pimpin tegas eksekusi koruptor bukan banyak gagas;Positif
kok debat pilkada cagub dua kualitas gambar ga bagus pertama;Netral
wkwkwk jadi keinget dulu pas sekolah tugas bikin film bikin film parodi debat pilgub dki rame pas wkwkwk mana situ aku jadi pak sandi;Netral
ahok djarot;Positif
reklamasi ngotot dijalanin biar kontribusi tambah teman sendiri ga;Negatif
alas serikat buruh jakarta nyata dukung pramdoel program kerja tawar paling rasional semua program tuju penting rakyat kecil;Positif
dharma pongrekun sorot covid debat dua pilgub jakarta;Netral
kilas tak kiro oppa ga ngerti riko ngomong opo pas acara;Negatif
hny ngmg niscaya abstrak realisasi;Netral
bu sylvi kalo ajak makan mana serah kalo chat ga duluan kalo pasang marah galak wanita;Negatif
lucu paslon udah maaf fans fanatisnya;Positif
luas pipalisasi air lebih bersih jakarta;Positif
personil batalyon b pelopor sat brimob polda sumut laksana aman debat cagub cawagub sumatera utara taman budaya sumatra utara;Negatif
strategi dharma pongrekun jamin hak warga jakarta dapat akses air bersih laku naturalisasi sungai air layak konsumsi;Positif
jakarta indonesia lebih baikahok djarot;Positif
wakaka mas agus english english nih;Negatif
luar biasa;Positif
koordinasi warga omong kosong satu kepala satu pikir program koordinasi kapan program keluar hayal;Positif
tanya bagus bagaimana tingkat potensi pariwisata jatim;Netral
pramono anung tunjuk komitmen daya laku usaha bukan sekadar janji dekat sangat harga komunitas mang selalu peran aktif ekonomi jakarta;Positif
ridwan kamil nyata tutup sampai terima kasih warga jakarta dukung dukung diri suswono maju pilgub jakarta;Positif
paslon anies sandi datang bawa alam adil semua;Positif
tanya paslon buat nyerang paslon hmmmasal saling jatuh;Negatif
kalau mba nya soal debat pilgub lalu soal dp pak anies riset banyak baca diskusi seperti program jauh target malah based on data dki makin banyak milik rumah sendi;Negatif
moga baik menang;Positif
jalan segala situasi iring doa istri masya allah pasang terlove;Positif
bu silvi pertanyaanya;Netral
debat paslon gubernur dki krg menggitberapa paslon g beda brtanya ngegosipini debat euy bkn acara gosip;Netral
ibarat satu jkt mao bogor lewat depok satu lewat bekas muter muter dulu cari simpatisan;Negatif
repost irvanfirnaldi tarik tisik;Netral
pertama smpi tiga malam tetap paslon paling realitis jawab;Netral
ini hasil politik riang gembira siaaaap infinix hizbullah bila esok ibu tiada tom lembong bpjs;Positif
pramono anung gugah semangat sama jakarta lalu olahraga hadir bintangbintang persija ikon harap masyarakat lebih libat cinta giat komunitas;Positif
meski pramono anung janji solusi instan macet jalar raya pasar minggu komitmen tangan masalah serius tunjuk paham tantang hadap warga;Positif
tiba saat ahokers anak abah satu dukung pram doelmantaaaab menang satuputaran;Netral
opung luhut udah gak dengerin jokowi;Negatif
calon gubernur pramono anung damping habib abdullah bin thoha al hadad ziarah makam habib husein bin abubakar alaydrus lokasi masjid jam keramat luar batang jaring jakarta utara kamis;Positif
penting liat pinter salah data urus belakang;Netral
sandi janji mudah izin bisnis mice dagang kopi keliling;Positif
hulu huli hilu hulur hilir nya;Positif
alamak nyata ketemu abah kagak ribet deh mas sama bang doel nyala jakarta ku;Positif
calon gubernur jakarta no mas sapa warga grogol selatan kebayoran lama jakarta selatan kamis;Positif
mas pram dapat dukung sintas disabilitas jadi energi mas pram lebih semangat rubah jakarta makin lebih baik;Positif
kalo ribet tanggal november pilih nomer pramono anung rano karno;Positif
debat nya ga kecewa;Negatif
mas pram silaturahmi tokoh muhammadiyah jakarta prof agus suradika diam kebayoran baru selasa pramdol mnang senin banteng wendy goty semi private prilly carok psht dian sastrowardoyo ppn sub indo;Positif
hot jakarta yuhuuuu jan lupa hadir yaaa kampanye akbar mas pram bang doel gbk pecaaahh bareng bareng sama semua elemen dukung mas pram bang doel ingaatt november;Positif
sama rakyat ayo pilih;Positif
jujur jelas ahokdjarot paling masuk akal;Positif
ribu orang anggur jakarta paslon nomor urut pramono anungrano karno sedia job fair bulan sekali sedia day care pusat kantor jamin hakhak perempuan penuh;Positif
rantau mang bangun jaring sosial kuat dukung pramono anung satu cipta dampak lebih besar masyarakat jakarta;Positif
nonton;Positif
rocky gerung kan alas anies dukung pramonorano ;Positif
gaes warga oranye kata jakarta kota gu pramono pilih bang doel idola lirik lagu sampai pesan dalam tak layak jadi pimpin jakarta pramonorano;Positif
nuduh emang mudah d;Positif
habis muncul trending topic twitterahhh syudahlah;Netral
pasang cagubcawagub nomor urut dharma porengkunkun wardana sebut apa hasil pilkada selalu doa moga pimpin pilih pimpin berani lindung rakyat;Positif
anggota dpd ri fahira idris klaim rk tutup pabrik miras pt delta djakarta bir cap jangkar usaha milik bumd jakarta pilih gubernur jakarta hari pertama habis gagas kini;Netral
pak bekas tambang jadi lahan tani az jangan buka lahan baru hutan kasi;Netral
vertical housing rumah susun kali yak maksudnyah voted no lol;Negatif
hari pertama rido jadi pimpin jakarta;Netral
warga jakarta bijak pilih warga pramdol mnang senin banteng wendy goty semi private prilly carok psht dian sastrowardoyo ppn sub indo;Positif
visi jelas pramono komitmen jadi pasar minggu lebih bersih awat cipta lingkung lebih baik dagang unjung;Positif
temu pramono anungrano karno jadi bukti mas pram bang doel satu kuat besar jakarta rawan ahok ahokers rawan anies anak abah mantap kih;Positif
ikut visimisi paslon pramonorano milik tema pokok kagak ribet dah;Positif
disabilitas dapat tara terima bijak semua program beri mas pram makanya jan lupa coblos nomor;Positif
sangat frontal pak anis bisa tutur kata lebih santun bijak;Negatif
komisi pilih umum kpu dki jakarta umum tujuh panelis debat perdana pilgub jakarta minggu oktober;Netral
keren nih paslon nomor selalu hadir diskusidiskusi publik calon gubernur pramono anung hadir acara temu jakarta catat masa depan jakarta ganara art space mal fx sudirman jakarta pusat rabu;Positif
tarung anak kok serang bpknya;Negatif
sampai dulu kpd tiga paslon tanya masing paslon dunia maya;Negatif
bgtu jg wakil xixixi tanya soal didik pasang pak bibit keteter;Negatif
siap ndan pramono anung rano karno kaga ribet dah;Positif
debat perdana pilgub dki jakarta tiga paslon papar visi misi jakarta tahun depan siapa paling janji;Netral
tiga calon gubernur jakarta kompak tempat krisis sampah beban tanggung jawab seolaholah ada pundak masyarakat padahal produsen hasil sampah turut tanggung jawab berani gak tantang produsen;Negatif
kalau urus bang not bad lah;Netral
komisioner kpu daerah jakarta astri megantri jelas mekanisme pelaksanan debat pilgub dki jakarta tahun;Netral
pramono anung bukti pimpin pikir masa depan harga kerja keras dedikasi kader lapang;Positif
sih maksud mpok sylvi acung jempol bawah;Negatif
jaga suara jaga tps optimis menang satu putar rumput jepang malam jumat;Positif
cagub dki jakarta pramono anung hadir deklarasi rawan forum rantau mang pondok baselo salemba lubuak batuang ruko sentra salemba mas jakarta pusat pramono anung rano karno jakarta lebih nyala;Positif
cari lemah kurang lawan kerap kalah debat lalu umbar jasa beri sungguh miris lihat aku wagub dki kait pilgub dki jakarta;Negatif
pramono anung calon gubernur jakarta nomor urut tiga tunjuk komitmen atas masalah banjir cipete madu bijak dahulu basuki tjahaja purnama anies baswedan;Positif
quotes buruk pimpin adl imajinasi;Negatif
pramono anung harap jakarta jadi kota lebih satu penuh semangat rencana visi muka upaya cipta masa depan lebih baik seluruh masyarakat jakarta;Positif
sikap ira koesno bikin dukung paslon dadak ciut;Positif
lengah dikit berantas korupsi;Positif
revitalisasi sungai pindah duduk gimana cara pak agus;Netral
pak anies tanya bu sylvi bagaimana pimpin pak ahok;Netral
hati memang gak bohong;Negatif
lihat kualitas maklum orang baru jadi serentak;Netral
calon gubernur daerah khusus jakarta pramono anung hadir deklarasi rawan forum rantau mang pondok baselo salemba lubuak batuang ruko sentra salemba mas jakarta pusat senin senin banteng wendy goty;Positif
efisien perlu adakan hnya tonton hibur hasil sprt angin lalu;Netral
keren nih mas pram bang doel mas anies satu;Positif
temu pramonorano karno anies pose jari;Positif
no kakehan kembang retorika;Negatif
pak bestari barus politis nasdem blakan dukung pak pram bang rano rekam jejak baik alhamdulillah makin byk dukung kualitas no mmg carok sampang ppn dian sastrowardoyo;Positif
nongton mana inihh;Netral
rantau mang peran aktif buka peluang kerja masyarakat jakarta dukung pramono anung rupa bagi upaya cipta lapang kerja lebih luas;Positif
pov pilih cagub ridwan kamil ahli tata lota sejati alam konkrit  insinyur lahir cerita sinetron ;Positif
pilkada riang gembira cagub cawagub mas bang temu abah anies bismilah pramdoel winter woman of the year ole romeny rumput jepang timnasday ivan;Netral
dukung rantau mang pramono anung fokus daya ekonomi harap cipta lebih banyak peluang laku usaha lokal;Positif
jangan mao terkotakkotak tar jadi koplak udah banyak otak somplak;Positif
pramono anung contoh pimpin bicara tindak komitmen dengar masyarakat tunjuk siap pimpin jakarta bijaksana;Positif
kalau bukan pdip jadi gubernur siapa pramono anung gubernur bandar judi online kok lawan logika publik dar tanya dapse;Netral
sebut satu prestasi hasil bunuh ketua ma operasi muka;Positif
ngakak sendiri ngeliat status;Netral
baik dengar pic;Netral
gaya jalan si mpok kayak lomba puisi mahirrrr hahahahaa;Negatif
mas pram ziarah makam habib husein rangka ziarah sebut beliau harap perintah hadir beri mudah transportasi sarana masuk rupa wisata religi luar biasa;Positif
tak bendung deras dukung mas pram bang doel segala penjuru kali datang ribu buruh bongkar muat labuh tanjung priok jakarta utara buruh labuh nyala;Positif
ekspresi bahagia hensem;Netral
juru bicara pramono anung temu mas pram mas anies koalisi penting warga bukan elit kolaborasi anies baswedan dengar juang aspirasi nyata warga bukan sekadar strategi pol;Positif
makin panik gak tuh pasang rk suswono nya masyarakat datang deklarasi mas pram bang doel sekarang datang aliansi masyarakat sunda jakarta tanda menang satu putar depan mata;Positif
pramono anung upaya dorong semangat kerjasama bagai elemen masyarakat kembang olahraga percaya kolaborasi hasil giat lebih manfaat kesan;Positif
dengar debat final pilkada dki cagubcawagub mana pilih;Netral
ridwan kamil insinyur beneran banyak karya nya jakarta luar negeri bukti kalau ga cuma ngomong;Negatif
tiba jiexpo calon gubernur jakarta ridwan kamil joget tipis usai keluar mobil;Netral
calon gubernur pramono anung silaturahmi tokoh muhammadiyah jakarta prof agus suradika diam kebayoran baru jakarta selatan selasa pramdol mnang mas pram bang doel;Positif
debat publik cagub pilkada;Netral
canggih emang banyak warga jakarta ga kena sama pola pikir sama inti tuhan jaga manusia pimpin jakarta jaga rakyat;Negatif
pramono anung percaya daya komunitas lalu olahraga bawa ubah positif libat masyarakat bagai giat harap bangun rasa milik tanggung jawab sama;Positif
paslon kok bangga program m per;Negatif
kerjaasuno aniesbaswedan kalau urus bang sandiuno not bad lah;Netral
duit duit duit kerja kerja kerja teori teori teori;Negatif
pesan bang ray tanya debat cagub malam via;Netral
ebusyeeettt ngetawain rk usung partai koalisi kim hasil survei akhir makin tinggal jauh kan lucu banget gaes jkt tnp rk;Negatif
ridwan kamil joss bang doeludeh kalah jauh buruk pimpin adl imajinasi muka bete pram doel nyenggol gk kena;Netral
pdhal kan prabowo ngangkat anies pilgub dki kan gtu ngomongnya pas debat kann masa si calon presiden bohong gamungkin ah;Negatif
ibuibu copet bandung tangkap kamera festival citylink band via;Netral
anies sodor data sudut duet tahana;Negatif
tanggap djarot apm jkt apm nasional mmberikan subsisdi siswa sma bentuk kjp;Netral
keren program pasang rdo rido menang;Positif
perlu semua orang tahu udah mimpin tahun bom semua warga kjp ahok ngapain;Positif
rksuswono resmi daftar cagubcawagub jakarta jadi pasang dua pramono anungrano karno dukung parpol siap bawa jakarta tuju ubah;Positif
batas audiens masingmasing pasang calon banyak orang tempat batas debat publik pertama jadwal oktober;Positif
program oce mart nya mas bom jelas sistem masa iya coba;Positif
debat pilgub dki oke ga gan;Negatif
gak lah tipu terus mending mas pram bang doel program nya gak imajinatif;Negatif
jadi pertanyaannyaaaaa apaaaaa;Netral
kalau pilgub dki debat cagub format bikin kayak desak anies jadi debat sama warga dki bukan debat sama heru budi kaesang;Netral
pak anies emosi yaa nya ga nyambung jg jelas hahaa terlalu jaim lupa program n kerja;Negatif
lah emang bener gimana pilgub dki sampe pilpres emang masuk partai mana sok ayo debat;Negatif
janji tingkat insentif kader jumantik rtrw pramono anung tunjuk paham penting peran jaga sehat sejahtera komunitas;Positif
raut wajah ridwan kamil orang tengah putus asa jadi bayangbayang kalah lintas pikir beda raut wajah pramono anung orang tengah jemput menang;Netral
sambut debat pilgub dki jakarta jiexpo mayor jakpus byredaksi bksol wib polda metro jaya kerah personel aman debat perdana pilgub dki;Netral
benar peringkat bosjgn nyebar hoax donk;Netral
parah lebih pilih jakarta pilih dasar isu sara and ignoring the important aspects gbu ahok;Positif
topik berita online suswono topik tinggi soal suswono ridwan kamil pilkada jakarta suswono dki jakarta saiful chaniago rido pilgub jakarta debat dharma rk;Positif
ayo aman tps jakarta gerombol nista janda rasulullah jakarta ga rido jakarta mas prambang doel anies sore darius ppn bahlil csat hun pink sc ivan kebo parker;Negatif
jadi marketing rumah pak anies bonus pipa pipa oc oc oskadon pancen oc;Netral
smga debat akn lebh bijak lgi krna bkn ajang untk buli nilai berjaln tpi bth tjuan kdpnnya;Negatif
mention masuk pasang ganjar heru menang telak pertama;Positif
pramono anung jadi olahraga bagi raya budaya jakarta gabung olahraga budaya lokal harap kuat rasa cinta masyarakat waris budaya;Positif
taman jakarta hidup jam jis jadi rumah persija visi mas pram bikin jakarta lebih maju pilih no;Positif
moment calon gubernur daerah khusus jakarta mas hadir deklarasi dukung dpd konfederasi serikat kerja seluruh indonesia kspsi mas prambang doel gedung joang menteng kota jakarta;Positif
tadi enggak jawab mutar muter jawab kayak komedi puternggak simpul;Negatif
forum bangka jakarta tanya selundup timah bahas;Netral
warga jawa barat jangan salah pilih tentu tahun depan;Positif
abangkuuuuuh;Netral
nah penting pipanisasi rampung pipanisasi bukan imajinasi kaga ribet dah;Positif
aliansi masyarakat sunda jakarta dukung pramdoel;Positif
pramono anung rano karno siap hadap debat tiga pilgub jakarta;Positif
jaya suprana tanya relokasi industri ganjar jawab ada dekat pihak kerja;Positif
macet jadi isu seksi buat bahas nah paslon nomor urut rksuswono kata sih inovasi buat bikin transportasi sungai udah siap arung sungai ciliwung gaes;Positif
pasang dharma porengkunkun wardana sampai visi misi debat tiga pilkada dki jakarta sempat papar program adab jalan;Positif
ahok bangga nglanjutin reklamasi g inget barusan bu sus dprd jkt nolak tegas reklamasi;Positif
mas pram baik warga jakarta ;Positif
tvone undang amat netral lama amat cendrung aku laku tahana ahok;Netral
indah silaturahmi momen temu mas pramono bang rano pak anies penuh gembira akrab ivan qatar yellow;Positif
debat lah klen perut terus lapar;Netral
tentu jawa timur cawagub;Negatif
pilkada bukan pilih partai pilih gubernur bupati walikota pilih pimpin dekat rakyat dedikasi jabat rakyat blackpink happiness blooms from irene photo assist dian sastrowardoyo;Positif
menang mas pram bang doel tunggal selang arus dukung tokoh politik makin nyata ;Positif
kata sylviana peran aktif masyarakat kurang sampah;Negatif
ahok calon unggul menang patut waspada kuda hitam anis sandi;Positif
rido menang sak gratis sekolah swasta negri;Positif
pimpin mumpuni mampu dialog kalang apa calon gubernur pramono anung hadir acara temu jakarta catat masa depan jakarta ganara art space mal fx sudirman jakarta pusat rabu;Positif
kerenkeren program pasang rdo;Positif
waini opung luhut dukung penuh mas pram bang doel pilgub jakarta tags salah nippon jepang bang udah bang arhan ivar;Positif
penting anti korupsi verbal musuh ibu korupsi musuh negara cuy;Positif
kiri kanan evaluator central;Negatif
mending banding malam;Netral
pasang no semangaaatnya mana dong;Positif
pepes kosong ketupat lebaran kuda bakpau isi daging lezat;Netral
malam siapa jadi juara hati;Netral
komitmen tingkat insentif kader jumantik pramono anung tunjuk utama sehat sejahtera masyarakat langkah penting tuju jakarta lebih baik;Positif
gaya emak kalah debat hahaha;Netral
ketua kpud dki sumarno kata debat cagub dki putar dua;Netral
debat sudut sayamenurutmu;Netral
tegas lugas adil tetap tenang hadap masalah hidup moderator;Positif
pramono sadar batas fasilitas jadi masalah tamantaman jakarta solusi tepat tingkat kualitas ruang publik;Positif
salah pojok nama;Netral
jangan takut pilih sesuai hatinurani tuju jakarta lebih baik;Positif
jelang coblos pramonorano dukung tokoh muhammadiyah tokoh muhammadiyah agus suradika sampai diri lihat sungguh pramono anung calon gubernur jakarta bangun jakarta jadi kota adil;Positif
pak anies mantan siar radio abis tiap gilir ngomong selalu nyempilin salamsalam;Netral
hasil tunjuk pimpin solid debat pertama pilgub dki jakarta dasar survei ipo baru elektabilitas pasang rksuswono capai kuat usai debat kandidat;Positif
kek gin maksud rekam jejak mulyono what heeiillooo kek gin pimpin jakarta pasti laahh rk bukan pilih jakarta;Positif
mulyono hancur demokrasi indonesia bakal hancur tangan benalu jkt tnp rk bossss;Netral
pilih nomor;Netral
kirakira abah sama mas pram ngobrolin ngakak gitu;Netral
pramono anung bangun jakarta sama masyarakat percaya kolaborasi kunci cipta ubah lanjut;Positif
kalau butuh orang pimpin cuma bual ibuibu pkk jadi pimpin;Negatif
menyalaaa maspramkoe bangdoel;Netral
ala penasaran tunggu tanggal main;Netral
tema debat lingkung kota ubah iklim enggak bahas sama sekali upaya mitigasi adaptasi ubah iklim krisis iklim mulai krisis ketidakpedulian calon pimpin isu ancam sejahtera rakyat;Negatif
tanya soal industri kretek ganjar jawab sangat jelas tepat;Positif
waaahh semua status waaarrrbiasaaaa;Positif
pramono anung sowan diam diri komnas perempuan jakarta calon gubernur jakarta nomor urut pramono anung sambang diam aktivis ham saparinah sadli jl brawijaya kebayoran baru jakarta kamis pagi;Netral
kpu usir dukung cagub bawa atribut arena debat;Netral
rakyat bos layan rakyat;Negatif
debat pilgub dki polisi kerah pasu khusus paslon;Netral
padahalmah narasi buka rano karno ga usah panjang;Negatif
debat publik cagubcawagub telan anggar rp miliar;Netral
paling ingat kata pak anies nikmat teluk pesisir jkt orang tertentucontoh pik pantai mutiara;Netral
tau anak abah kagak rido;Negatif
baru calon pimpin selalu minta doa restu orang tua mulai;Positif
dasar acara anies baswedan pilih nonton konser john legend ikut debat perdana pilgub dki jakarta;Positif
hayoo pantai bukan nih;Positif
ramai sama teman;Netral
rantau mang peran gerak ubah positif jakarta dukung pramono anung kontribusi cipta lingkung lebih baik;Positif
denger omong paslon kaya nonton pesbuker kelas bareng sama si vicky prasetio;Negatif
kasus curi gelap tipu nama tb faisal hamdan uuy ex caleg dprd banten fraksi golkar koordinator nasional pemuda golkar timses cagub banten airin cagub dki ridwan kamil ormas bapera;Netral
